id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|S100A12+ Mac-N	CD4+ Tex-N|S100A12+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|S100A12+ Mac-N	CD4+ Tex-Y|S100A12+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|S100A12+ Mac-N	GZMK+ CD8+ Tem1-N|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-N	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	S100A12+ Mac-N|CD4+ Tex-N	S100A12+ Mac-N|CD4+ Tex-Y	S100A12+ Mac-N|GZMK+ CD8+ Tem1-N	S100A12+ Mac-N|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-N|S100A12+ Mac-N	S100A12+ Mac-N|S100A12+ Mac-Y	S100A12+ Mac-N|Treg-N	S100A12+ Mac-N|Treg-Y	S100A12+ Mac-Y|CD4+ Tex-N	S100A12+ Mac-Y|CD4+ Tex-Y	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-N	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-Y|S100A12+ Mac-N	S100A12+ Mac-Y|S100A12+ Mac-Y	S100A12+ Mac-Y|Treg-N	S100A12+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|S100A12+ Mac-N	Treg-N|S100A12+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|S100A12+ Mac-N	Treg-Y|S100A12+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-CS008C9D6E5	IL1 receptor inhibitor_IL1B	complex:IL1 receptor inhibitor	simple:P01584		IL1B	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.007	0.006	4.437	1.23	0.012	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.006	0.006	4.436	1.229	0.012	0.009	0.0	0.145	0.141	0.14	4.571	1.364	0.147	0.144	0.0	0.284	0.28	0.279	4.71	1.503	0.286	0.283	0.0	0.038	0.034	0.033	4.464	1.257	0.04	0.037	0.0	0.039	0.035	0.035	4.465	1.258	0.041	0.038
CPI-CS0DEBE7B69	IL1 receptor_IL1RN	complex:IL1 receptor	simple:P18510		IL1RN	True	True	False	curated	False	0.025	0.014	0.039	0.007	2.251	1.398	0.043	0.043	0.046	0.035	0.06	0.029	2.272	1.419	0.064	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.011	0.036	0.005	2.248	1.396	0.04	0.041	0.2	0.189	0.214	0.182	2.426	1.573	0.217	0.218	0.162	0.152	0.176	0.145	2.388	1.536	0.18	0.181	0.05	0.04	0.064	0.033	2.276	1.424	0.068	0.069	0.052	0.041	0.066	0.034	2.278	1.425	0.07	0.071
CPI-CS085E95BC1	IL1 receptor inhibitor_IL1RN	complex:IL1 receptor inhibitor	simple:P18510		IL1RN	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.012	0.037	0.006	2.249	1.396	0.041	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.012	0.037	0.005	2.249	1.396	0.041	0.042	0.157	0.147	0.171	0.14	2.383	1.531	0.175	0.176	0.296	0.286	0.31	0.279	2.522	1.67	0.314	0.315	0.05	0.04	0.064	0.033	2.276	1.424	0.068	0.069	0.052	0.041	0.066	0.034	2.278	1.425	0.07	0.071
CPI-CS04CBDE052	IL10 receptor_IL10	complex:IL10 receptor	simple:P22301		IL10	True	True	False	curated	False	0.077	0.139	0.063	0.063	0.152	0.142	0.106	0.114	0.067	0.129	0.053	0.053	0.142	0.133	0.096	0.105	0.052	0.115	0.039	0.039	0.128	0.118	0.082	0.09	0.059	0.122	0.046	0.046	0.135	0.125	0.088	0.097	0.143	0.205	0.129	0.13	0.218	0.209	0.172	0.181	0.217	0.28	0.204	0.204	0.293	0.283	0.246	0.255	0.073	0.135	0.059	0.06	0.149	0.139	0.102	0.111	0.068	0.131	0.054	0.055	0.144	0.134	0.097	0.106
CPI-CS0DDFD82E7	IL11 receptor_IL11	complex:IL11 receptor	simple:P20809		IL11	True	True	False	curated	False	0.0	0.007	0.0	0.0	0.006	0.006	0.0	0.0	0.0	0.016	0.0	0.0	0.015	0.015	0.0	0.0	0.0	0.007	0.0	0.0	0.006	0.006	0.0	0.0	0.0	0.018	0.0	0.0	0.017	0.017	0.0	0.0	0.0	0.009	0.0	0.0	0.008	0.008	0.0	0.0	0.0	0.013	0.0	0.0	0.012	0.012	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.018	0.0	0.0	0.0	0.034	0.0	0.0	0.033	0.033	0.0	0.0
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		IL4	True	True	False	curated	False	0.0	0.004	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.277	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.017	0.0	0.0	0.0	0.0
CPI-CS0FBBCDD66	IL4 receptor_IL4	complex:IL4 receptor	simple:P05112		IL4	True	True	False	curated	False	0.0	0.138	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.219	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.281	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.158	0.0	0.0	0.0	0.0
CPI-CS06E556972	IL15 receptor_IL15	complex:IL15 receptor	simple:P40933		IL15	True	True	False	curated	False	0.0	0.209	0.233	0.231	0.227	0.236	0.214	0.213	0.0	0.347	0.371	0.37	0.366	0.375	0.352	0.352	0.0	0.219	0.243	0.242	0.238	0.246	0.224	0.224	0.0	0.296	0.32	0.319	0.315	0.323	0.301	0.301	0.0	0.009	0.033	0.032	0.028	0.037	0.014	0.014	0.0	0.01	0.034	0.032	0.028	0.037	0.015	0.014	0.0	0.512	0.536	0.535	0.531	0.539	0.517	0.517	0.0	0.447	0.471	0.469	0.465	0.474	0.452	0.451
CPI-CS04F158618	IL17 receptor AC_IL17A	complex:IL17 receptor AC	simple:Q16552		IL17A	True	True	False	curated	False	0.096	0.075	0.0	0.0	0.0	0.006	0.0	0.0	0.091	0.07	0.0	0.0	0.0	0.001	0.0	0.0	0.093	0.072	0.0	0.0	0.0	0.003	0.0	0.0	0.092	0.071	0.0	0.0	0.0	0.002	0.0	0.0	0.098	0.077	0.0	0.0	0.0	0.008	0.0	0.0	0.101	0.08	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0BA342294	IL17 receptor AE_IL17C	complex:IL17 receptor AE	simple:Q9P0M4		IL17C	True	True	False	curated	False	0.005	0.004	0.0	0.006	0.0	0.003	0.0	0.0	0.011	0.01	0.0	0.012	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.007	0.0	0.009	0.0	0.006	0.0	0.0
CPI-CS09831CCFD	IL18 receptor_IL18	complex:IL18 receptor	simple:Q14116		IL18	True	True	False	curated	False	0.005	0.011	0.005	0.008	0.132	0.111	0.008	0.011	0.011	0.016	0.011	0.014	0.137	0.116	0.014	0.016	0.005	0.011	0.006	0.008	0.132	0.111	0.008	0.011	0.004	0.009	0.004	0.007	0.13	0.11	0.007	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008	0.003	0.006	0.129	0.109	0.006	0.009	0.008	0.014	0.008	0.011	0.135	0.114	0.011	0.014	0.011	0.016	0.011	0.014	0.137	0.117	0.014	0.016
CPI-CS0D48BE017	IL2 receptor_HA_IL2	complex:IL2 receptor_HA	simple:P60568		IL2	True	True	False	curated	False	0.0	0.0	0.0	0.118	0.0	0.118	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.506	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.441	0.0	0.0
CPI-CS0A34112A6	IL2 receptor_I_IL2	complex:IL2 receptor_I	simple:P60568		IL2	True	True	False	curated	False	0.0	0.0	0.0	0.202	0.0	0.203	0.0	0.0	0.0	0.0	0.0	0.341	0.0	0.341	0.0	0.0	0.0	0.0	0.0	0.213	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.506	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.441	0.0	0.0
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	NGFR	IL2	True	True	False	I2D	False	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07D71C546	NOTCH2_IL24	simple:Q04721	simple:Q13007	NOTCH2	IL24	True	True	False	IMEx,InnateDB-All,MINT	False	0.109	0.108	0.0	0.108	0.0	0.0	0.0	0.112	0.186	0.185	0.0	0.184	0.0	0.0	0.0	0.188	0.028	0.026	0.0	0.026	0.0	0.0	0.0	0.03	0.048	0.047	0.0	0.046	0.0	0.0	0.0	0.051	0.241	0.239	0.0	0.239	0.0	0.0	0.0	0.243	0.297	0.296	0.0	0.295	0.0	0.0	0.0	0.3	0.02	0.019	0.0	0.018	0.0	0.0	0.0	0.022	0.052	0.051	0.0	0.05	0.0	0.0	0.0	0.054
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	NOTCH2	DLL3	False	True	False	curated	False	0.0	0.0	0.109	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.294	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.049	0.0	0.0	0.0	0.0
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	0.0	0.0	0.112	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.239	0.237	0.0	0.0	0.0	0.0	0.0	0.0	0.275	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.074	0.0	0.0	0.0	0.0
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	NOTCH4	DLL3	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.006	0.0	0.0	0.0	0.0
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.12	0.127	0.118	0.115	0.107	0.107	0.0	0.123	0.197	0.203	0.194	0.192	0.184	0.184	0.0	0.199	0.039	0.045	0.036	0.034	0.026	0.026	0.0	0.041	0.059	0.065	0.056	0.054	0.046	0.046	0.0	0.061	0.251	0.258	0.249	0.247	0.239	0.239	0.0	0.254	0.308	0.315	0.305	0.303	0.295	0.295	0.0	0.311	0.031	0.037	0.028	0.026	0.018	0.018	0.0	0.033	0.063	0.069	0.06	0.058	0.05	0.05	0.0	0.065
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	curated	False	0.123	0.13	0.12	0.118	0.11	0.11	0.0	0.126	0.153	0.16	0.151	0.149	0.141	0.141	0.0	0.156	0.077	0.084	0.075	0.072	0.064	0.064	0.0	0.08	0.092	0.098	0.089	0.087	0.079	0.079	0.0	0.094	0.25	0.257	0.247	0.245	0.237	0.237	0.0	0.253	0.286	0.293	0.284	0.282	0.273	0.273	0.0	0.289	0.076	0.083	0.074	0.071	0.063	0.063	0.0	0.079	0.087	0.094	0.084	0.082	0.074	0.074	0.0	0.09
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.022	0.013	0.011	0.003	0.003	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.021	0.012	0.01	0.002	0.002	0.0	0.017	0.017	0.023	0.014	0.012	0.004	0.004	0.0	0.019	0.018	0.025	0.016	0.013	0.005	0.005	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.026	0.016	0.014	0.006	0.006	0.0	0.022
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	NOTCH3	JAG2	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.021	0.012	0.009	0.001	0.001	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.03	0.02	0.018	0.01	0.01	0.0	0.026	0.025	0.032	0.023	0.02	0.012	0.012	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.12	0.116	0.0	0.11	0.221	0.15	0.115	0.115	0.151	0.147	0.0	0.14	0.252	0.181	0.145	0.145	0.074	0.07	0.0	0.064	0.175	0.104	0.069	0.069	0.089	0.085	0.0	0.078	0.19	0.119	0.084	0.083	0.247	0.243	0.0	0.237	0.348	0.277	0.242	0.242	0.284	0.28	0.0	0.273	0.384	0.313	0.278	0.278	0.073	0.069	0.0	0.063	0.174	0.103	0.068	0.068	0.084	0.08	0.0	0.074	0.185	0.114	0.079	0.079
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	0.339	0.335	0.0	0.328	0.44	0.369	0.334	0.333	0.372	0.368	0.0	0.362	0.473	0.402	0.367	0.367	0.202	0.198	0.0	0.191	0.302	0.231	0.196	0.196	0.241	0.237	0.0	0.23	0.342	0.271	0.236	0.235	0.293	0.289	0.0	0.283	0.394	0.323	0.288	0.288	0.264	0.26	0.0	0.253	0.365	0.294	0.259	0.258	0.25	0.246	0.0	0.239	0.35	0.279	0.244	0.244	0.326	0.322	0.0	0.316	0.427	0.356	0.321	0.321
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	NOTCH1	NOV	True	True	False	I2D,InnateDB-All	False	0.0	0.11	0.0	0.0	0.111	0.119	0.0	0.112	0.0	0.14	0.0	0.0	0.142	0.15	0.0	0.143	0.0	0.064	0.0	0.0	0.066	0.073	0.0	0.066	0.0	0.078	0.0	0.0	0.08	0.088	0.0	0.081	0.0	0.237	0.0	0.0	0.239	0.246	0.0	0.239	0.0	0.273	0.0	0.0	0.275	0.282	0.0	0.275	0.0	0.063	0.0	0.0	0.065	0.072	0.0	0.065	0.0	0.074	0.0	0.0	0.076	0.083	0.0	0.076
CPI-CS0E80B08E2	IL21 receptor_IL21	complex:IL21 receptor	simple:Q9HBE4		IL21	True	True	False	curated	False	0.082	0.078	0.0	0.044	0.0	0.0	0.0	0.046	0.111	0.107	0.0	0.073	0.0	0.0	0.0	0.075	0.091	0.087	0.0	0.053	0.0	0.0	0.0	0.055	0.092	0.088	0.0	0.054	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.04	0.0	0.006	0.0	0.0	0.0	0.008	0.209	0.205	0.0	0.171	0.0	0.0	0.0	0.173	0.142	0.138	0.0	0.104	0.0	0.0	0.0	0.106
CPI-CC09BCDA08E	IL27_IL27 receptor	complex:IL27	complex:IL27 receptor			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.367	0.034	0.045	0.171	0.196	0.251	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.367	0.034	0.045	0.171	0.196	0.25	0.242	0.267	0.368	0.035	0.047	0.173	0.198	0.252	0.244	0.268	0.369	0.036	0.048	0.173	0.198	0.253	0.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0C3ECBD1F	IL35_IL35 receptor	complex:IL35	complex:IL35 receptor			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.018	0.005	0.004	0.003	0.0	0.059	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.016	0.003	0.002	0.001	0.0	0.058	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.016	0.003	0.002	0.001	0.0	0.058	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.018	0.005	0.004	0.003	0.0	0.06	0.049
CPI-CS0A6AB5149	IL36 receptor_IL36B	complex:IL36 receptor	simple:Q9NZH7		IL36B	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		IL6	True	True	False	curated	False	0.0	0.0	0.0	0.186	0.192	0.187	0.0	0.0	0.0	0.0	0.0	0.359	0.365	0.359	0.0	0.0	0.0	0.0	0.0	0.006	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.008	0.014	0.009	0.0	0.0	0.0	0.0	0.0	0.171	0.177	0.171	0.0	0.0	0.0	0.0	0.0	0.196	0.202	0.196	0.0	0.0	0.0	0.0	0.0	0.171	0.177	0.171	0.0	0.0	0.0	0.0	0.0	0.21	0.216	0.21	0.0	0.0
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		IL7	True	True	False	curated	False	1.44	1.452	0.0	1.417	1.422	1.416	1.495	1.453	1.747	1.759	0.0	1.725	1.729	1.723	1.802	1.761	0.583	0.594	0.0	0.56	0.564	0.559	0.638	0.596	0.12	0.131	0.0	0.097	0.102	0.096	0.175	0.133	0.068	0.08	0.0	0.046	0.05	0.045	0.123	0.082	0.065	0.077	0.0	0.042	0.047	0.041	0.12	0.078	1.104	1.116	0.0	1.082	1.086	1.08	1.159	1.118	0.826	0.838	0.0	0.804	0.808	0.803	0.881	0.84
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.096	0.08	0.014	0.015	0.611	0.193	0.0	0.033	0.089	0.074	0.007	0.009	0.605	0.186	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.073	0.006	0.008	0.604	0.185	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0A9D23000	NKG2D II receptor_MICB	complex:NKG2D II receptor	simple:Q29980		MICB	False	True	False	curated	False	0.046	0.044	0.041	0.069	0.023	0.04	0.091	0.044	0.042	0.039	0.036	0.064	0.018	0.035	0.086	0.039	0.132	0.13	0.127	0.154	0.108	0.126	0.176	0.129	0.06	0.057	0.055	0.082	0.036	0.053	0.104	0.057	0.042	0.039	0.037	0.064	0.018	0.035	0.086	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
